make: Entering directory '/home/hyemi/cache/group-cache/cache/group-cache'
make: Nothing to be done for 'all'.
make: Leaving directory '/home/hyemi/cache/group-cache/cache/group-cache'
0,122238296, 0.00, 0.00, 0.000000, 0.000000, 1, 0.000000
0,122238304, 0.00, 0.00, 0.031235, 0.000000, 1, 0.000000
0,122238312, 0.00, 0.00, 0.044151, 0.000000, 1, 0.333333
0,122238320, 0.00, 0.00, 0.069816, 0.031235, 1, 0.500000
0,122238328, 0.00, 0.00, 0.098744, 0.031235, 1, 0.600000
0,122238336, 0.00, 0.00, 0.128754, 0.031235, 1, 0.500000
0,122238344, 0.01, 0.00, 0.132453, 0.031235, 1, 0.571429
0,122238352, 0.01, 0.00, 0.143042, 0.044151, 1, 0.625000
0,122238360, 0.01, 0.00, 0.159153, 0.044151, 1, 0.666667
0,122201800, 0.01, 0.00, 0.179302, 0.044151, 1, 0.600000
0,122234768, 0.01, 0.00, 0.181955, 0.044151, 1, 0.545455
0,122235512, 0.01, 0.00, 0.184565, 0.044151, 1, 0.500000
0,122235520, 0.01, 0.00, 0.187133, 0.044151, 1, 0.461538
1,3409368, 0.01, 0.00, 0.189662, 0.044151, 1, 0.428571
1,3409544, 0.01, 0.00, 0.192152, 0.044151, 1, 0.400000
1,3670504, 0.01, 0.00, 0.194606, 0.044151, 1, 0.375000
1,3932256, 0.02, 0.00, 0.197024, 0.044151, 1, 0.352941
1,4719592, 0.02, 0.00, 0.199408, 0.044151, 1, 0.333333
1,4719632, 0.02, 0.00, 0.201759, 0.044151, 1, 0.315789
1,4719640, 0.02, 0.00, 0.204078, 0.044151, 1, 0.350000
1,4719656, 0.02, 0.00, 0.211046, 0.054047, 1, 0.333333
1,4719840, 0.02, 0.00, 0.213255, 0.054047, 1, 0.318182
1,4719848, 0.02, 0.00, 0.215438, 0.054047, 1, 0.347826
1,4719856, 0.02, 0.00, 0.222036, 0.062378, 1, 0.375000
1,4719888, 0.02, 0.00, 0.232676, 0.062378, 1, 0.360000
1,4719944, 0.02, 0.00, 0.234666, 0.062378, 1, 0.346154
1,4720000, 0.03, 0.00, 0.236635, 0.062378, 1, 0.333333
1,4720024, 0.03, 0.00, 0.238583, 0.062378, 1, 0.357143
1,7865832, 0.03, 0.00, 0.244539, 0.069706, 1, 0.344828
1,7865872, 0.03, 0.00, 0.246417, 0.069706, 1, 0.333333
1,12582992, 0.03, 0.00, 0.248277, 0.069706, 1, 0.322581
1,12853336, 0.03, 0.00, 0.250120, 0.069706, 1, 0.312500
1,12853344, 0.03, 0.00, 0.251946, 0.069706, 1, 0.303030
1,18351536, 0.03, 0.00, 0.253754, 0.069706, 1, 0.294118
1,18612360, 0.03, 0.00, 0.255546, 0.069706, 1, 0.285714
1,18612368, 0.03, 0.00, 0.257322, 0.069706, 1, 0.305556
1,18612376, 0.04, 0.01, 0.262824, 0.076322, 1, 0.324324
1,18612392, 0.04, 0.01, 0.271827, 0.076322, 1, 0.315789
1,18612432, 0.04, 0.01, 0.273486, 0.076322, 1, 0.307692
1,18612440, 0.04, 0.01, 0.275133, 0.076322, 1, 0.325000
1,18612448, 0.04, 0.01, 0.280272, 0.082397, 1, 0.317073
1,18612464, 0.04, 0.01, 0.281872, 0.082397, 1, 0.333333
1,18612472, 0.04, 0.01, 0.286883, 0.088042, 1, 0.348837
1,18612488, 0.04, 0.01, 0.295134, 0.088042, 1, 0.340909
1,18612504, 0.04, 0.01, 0.296644, 0.088042, 1, 0.355556
1,18612560, 0.04, 0.01, 0.301400, 0.093337, 1, 0.347826
1,18612936, 0.04, 0.01, 0.302873, 0.093337, 1, 0.340426
1,18613160, 0.05, 0.01, 0.304335, 0.093337, 1, 0.333333
1,18874488, 0.05, 0.01, 0.305787, 0.093337, 1, 0.326531
1,19136568, 0.05, 0.01, 0.307229, 0.093337, 1, 0.320000
0,122605368, 0.05, 0.01, 0.308662, 0.093337, 1, 0.313726
0,122605376, 0.05, 0.01, 0.310084, 0.093337, 1, 0.307692
1,19136576, 0.05, 0.01, 0.311497, 0.093337, 1, 0.301887
1,19136584, 0.05, 0.01, 0.312901, 0.093337, 1, 0.314815
0,122289024, 0.05, 0.01, 0.317387, 0.098337, 1, 0.309091
0,122289032, 0.05, 0.01, 0.318759, 0.098337, 1, 0.321429
1,19136600, 0.05, 0.01, 0.323158, 0.103086, 1, 0.333333
1,19169336, 0.06, 0.01, 0.330464, 0.135623, 1, 0.327586
1,22806632, 0.06, 0.01, 0.331773, 0.135623, 1, 0.322034
1,22806768, 0.06, 0.01, 0.333074, 0.135623, 1, 0.316667
1,22806776, 0.06, 0.01, 0.334367, 0.135623, 1, 0.327869
1,22806792, 0.06, 0.01, 0.338549, 0.139084, 1, 0.322581
1,22806800, 0.06, 0.01, 0.339816, 0.139084, 1, 0.333333
1,22806808, 0.06, 0.01, 0.343926, 0.142454, 1, 0.343750
1,22806824, 0.06, 0.01, 0.350780, 0.142454, 1, 0.338462
1,22807400, 0.06, 0.01, 0.351995, 0.142454, 1, 0.333333
1,22807408, 0.06, 0.01, 0.353203, 0.142454, 1, 0.343284
1,22807416, 0.07, 0.02, 0.357148, 0.145740, 1, 0.352941
1,23332424, 0.07, 0.02, 0.363743, 0.145740, 1, 0.347826
1,23332432, 0.07, 0.02, 0.364904, 0.145740, 1, 0.357143
1,27001128, 0.07, 0.02, 0.368717, 0.148947, 1, 0.352113
1,37749536, 0.07, 0.02, 0.369857, 0.148947, 1, 0.347222
0,148963800, 0.07, 0.02, 0.370991, 0.148947, 1, 0.342466
0,148963808, 0.07, 0.02, 0.372119, 0.148947, 1, 0.337838
0,148963816, 0.07, 0.02, 0.373241, 0.148947, 1, 0.346667
0,148963824, 0.07, 0.02, 0.376957, 0.152081, 1, 0.355263
0,148963832, 0.07, 0.02, 0.383191, 0.152081, 1, 0.363636
0,148963760, 0.08, 0.02, 0.391823, 0.152081, 1, 0.358974
0,148963768, 0.08, 0.02, 0.392879, 0.152081, 1, 0.367089
0,148963776, 0.08, 0.02, 0.396401, 0.155144, 1, 0.375000
0,148963784, 0.08, 0.03, 0.399890, 0.267621, 1, 0.382716
0,148963792, 0.08, 0.02, 0.405760, 0.158143, 1, 0.390244
0,148963840, 0.08, 0.02, 0.413910, 0.158143, 1, 0.385542
0,148963848, 0.08, 0.02, 0.414899, 0.158143, 1, 0.392857
0,148963856, 0.08, 0.02, 0.418224, 0.161080, 1, 0.400000
0,148963864, 0.08, 0.02, 0.423832, 0.161080, 1, 0.406977
0,148963872, 0.08, 0.02, 0.431632, 0.161080, 1, 0.402299
0,148963880, 0.08, 0.02, 0.432571, 0.161080, 1, 0.409091
0,148963888, 0.09, 0.02, 0.435753, 0.163958, 1, 0.415730
0,148963896, 0.09, 0.02, 0.441129, 0.163958, 1, 0.422222
0,148963904, 0.09, 0.02, 0.448620, 0.163958, 1, 0.417582
0,148963912, 0.09, 0.02, 0.449515, 0.163958, 1, 0.423913
0,148963920, 0.09, 0.02, 0.452569, 0.166781, 1, 0.430108
0,148963928, 0.09, 0.02, 0.457739, 0.166781, 1, 0.436170
0,148963936, 0.09, 0.02, 0.464955, 0.166781, 1, 0.431579
0,122615008, 0.09, 0.02, 0.465810, 0.166781, 1, 0.427083
0,122615016, 0.09, 0.02, 0.466662, 0.166781, 1, 0.432990
0,122615024, 0.09, 0.02, 0.469595, 0.169551, 1, 0.438776
0,122615032, 0.10, 0.02, 0.474569, 0.169551, 1, 0.444444
0,122615040, 0.10, 0.02, 0.481523, 0.169551, 1, 0.440000
0,122605384, 0.10, 0.02, 0.482339, 0.169551, 1, 0.445545
0,122605392, 0.10, 0.07, 0.485169, 1.539137, 1, 0.450980
0,122605400, 0.10, 0.02, 0.489978, 0.172271, 1, 0.456311
0,122605408, 0.10, 0.02, 0.496708, 0.172271, 1, 0.451923
0,122605416, 0.10, 0.02, 0.497491, 0.172271, 1, 0.457143
0,122611944, 0.10, 0.03, 0.500228, 0.174944, 1, 0.452830
0,122615064, 0.10, 0.03, 0.501002, 0.174944, 1, 0.457944
0,122615072, 0.10, 0.03, 0.503716, 0.279398, 1, 0.453704
0,122615080, 0.11, 0.03, 0.504481, 0.279398, 1, 0.458716
0,122615088, 0.11, 0.03, 0.507173, 0.281026, 1, 0.463636
0,122615096, 0.11, 0.03, 0.511760, 0.281026, 1, 0.468468
0,122615104, 0.11, 0.03, 0.518192, 0.281026, 1, 0.464286
0,122615112, 0.11, 0.03, 0.518929, 0.281026, 1, 0.469027
0,122615120, 0.11, 0.03, 0.521538, 0.282642, 1, 0.473684
0,122615128, 0.11, 0.03, 0.525993, 0.282642, 1, 0.478261
0,122615136, 0.11, 0.03, 0.532246, 0.282642, 1, 0.474138
0,122615144, 0.11, 0.03, 0.532956, 0.282642, 1, 0.478632
0,122615152, 0.11, 0.04, 0.535490, 0.284245, 1, 0.483051
0,122615160, 0.12, 0.04, 0.539823, 0.284245, 1, 0.487395
0,122615168, 0.12, 0.04, 0.545911, 0.284245, 1, 0.483333
0,122615176, 0.12, 0.04, 0.546596, 0.284245, 1, 0.487603
0,122615184, 0.12, 0.04, 0.549060, 0.285836, 1, 0.491803
0,122615192, 0.12, 0.04, 0.553279, 0.285836, 1, 0.495935
0,122615200, 0.12, 0.04, 0.559214, 0.285836, 1, 0.491935
0,122615208, 0.12, 0.04, 0.559876, 0.285836, 1, 0.496000
0,122615216, 0.12, 0.04, 0.562275, 0.287415, 1, 0.500000
0,122615224, 0.12, 0.04, 0.566389, 0.287415, 1, 0.503937
0,122615232, 0.12, 0.04, 0.572181, 0.287415, 1, 0.500000
0,122615240, 0.12, 0.04, 0.572822, 0.287415, 1, 0.503876
0,122615248, 0.13, 0.04, 0.575160, 0.288982, 1, 0.507692
0,122615256, 0.13, 0.04, 0.579176, 0.288982, 1, 0.511450
0,122615264, 0.13, 0.04, 0.584835, 0.288982, 1, 0.507576
0,122615272, 0.13, 0.04, 0.585456, 0.288982, 1, 0.511278
0,122615280, 0.13, 0.04, 0.587737, 0.290537, 1, 0.514925
0,122615288, 0.13, 0.04, 0.591661, 0.290537, 1, 0.518519
0,122615296, 0.13, 0.04, 0.597196, 0.290537, 1, 0.514706
0,122615304, 0.13, 0.04, 0.597797, 0.290537, 1, 0.518248
0,122615312, 0.13, 0.04, 0.600025, 0.292080, 1, 0.521739
0,122615320, 0.13, 0.04, 0.603863, 0.292080, 1, 0.525180
0,122615328, 0.14, 0.04, 0.609280, 0.292080, 1, 0.521429
0,122615336, 0.14, 0.04, 0.609863, 0.292080, 1, 0.524823
0,122615344, 0.14, 0.04, 0.612041, 0.293613, 1, 0.528169
0,122615352, 0.14, 0.04, 0.615798, 0.293613, 1, 0.531469
0,122615360, 0.14, 0.04, 0.621105, 0.293613, 1, 0.527778
0,122615368, 0.14, 0.04, 0.621671, 0.293613, 1, 0.531034
0,122615376, 0.14, 0.04, 0.623802, 0.295134, 1, 0.534247
0,122615384, 0.14, 0.04, 0.627482, 0.295134, 1, 0.537415
0,122615392, 0.14, 0.04, 0.632685, 0.295134, 1, 0.533784
0,122615400, 0.14, 0.04, 0.633234, 0.295134, 1, 0.536913
0,122615408, 0.15, 0.04, 0.635321, 0.296644, 1, 0.540000
0,122615416, 0.15, 0.04, 0.638929, 0.296644, 1, 0.543046
0,122615424, 0.15, 0.04, 0.644033, 0.296644, 1, 0.539474
0,122615432, 0.15, 0.04, 0.644567, 0.296644, 1, 0.542484
0,122615440, 0.15, 0.04, 0.646610, 0.298143, 1, 0.545455
0,122615448, 0.15, 0.04, 0.650150, 0.298143, 1, 0.548387
0,122615456, 0.15, 0.04, 0.655161, 0.298143, 1, 0.544872
0,122615464, 0.15, 0.04, 0.655680, 0.298143, 1, 0.547771
0,122611064, 0.15, 0.04, 0.657683, 0.299631, 1, 0.544304
0,122611080, 0.15, 0.04, 0.658197, 0.299631, 1, 0.540881
0,122615472, 0.16, 0.04, 0.658709, 0.299631, 1, 0.543750
0,122615480, 0.16, 0.05, 0.662176, 0.312109, 1, 0.546584
0,122615488, 0.16, 0.04, 0.667088, 0.299631, 1, 0.543210
0,122615496, 0.16, 0.04, 0.667589, 0.299631, 1, 0.546012
0,122615504, 0.16, 0.05, 0.669548, 0.301109, 1, 0.548781
0,122615512, 0.16, 0.05, 0.672953, 0.301109, 1, 0.551515
0,122615520, 0.16, 0.05, 0.677782, 0.301109, 1, 0.548193
0,122615528, 0.16, 0.05, 0.678269, 0.301109, 1, 0.550898
0,122615536, 0.16, 0.05, 0.680192, 0.302577, 1, 0.553571
0,122615544, 0.16, 0.05, 0.683538, 0.302577, 1, 0.556213
0,122615552, 0.17, 0.05, 0.688287, 0.302577, 1, 0.552941
0,122615560, 0.17, 0.05, 0.688761, 0.302577, 1, 0.555556
0,122615568, 0.17, 0.05, 0.690649, 0.304034, 1, 0.558140
0,122615576, 0.17, 0.05, 0.693940, 0.304034, 1, 0.560694
0,122615584, 0.17, 0.05, 0.698612, 0.304034, 1, 0.557471
0,122615592, 0.17, 0.05, 0.699074, 0.304034, 1, 0.560000
0,122615600, 0.17, 0.05, 0.700929, 0.305481, 1, 0.562500
0,122615608, 0.17, 0.05, 0.704166, 0.305481, 1, 0.564972
0,122615616, 0.17, 0.05, 0.708766, 0.305481, 1, 0.561798
0,122615624, 0.17, 0.05, 0.709216, 0.305481, 1, 0.564246
0,122615632, 0.17, 0.05, 0.711039, 0.306919, 1, 0.566667
0,122615640, 0.18, 0.05, 0.714224, 0.306919, 1, 0.569061
0,122615648, 0.18, 0.05, 0.718755, 0.306919, 1, 0.565934
0,122615656, 0.18, 0.05, 0.719193, 0.306919, 1, 0.568306
0,122615664, 0.18, 0.05, 0.720986, 0.308346, 1, 0.570652
0,122615672, 0.18, 0.05, 0.724122, 0.308346, 1, 0.572973
0,122615680, 0.18, 0.05, 0.728586, 0.308346, 1, 0.569892
0,122615688, 0.18, 0.05, 0.729013, 0.308346, 1, 0.572192
0,122615696, 0.18, 0.05, 0.730776, 0.309764, 1, 0.574468
0,122615704, 0.18, 0.05, 0.733866, 0.309764, 1, 0.576720
0,122615712, 0.18, 0.05, 0.738265, 0.309764, 1, 0.573684
0,122615720, 0.19, 0.05, 0.738682, 0.309764, 1, 0.575916
0,122615728, 0.19, 0.05, 0.740417, 0.311173, 1, 0.578125
0,122615736, 0.19, 0.05, 0.743461, 0.311173, 1, 0.580311
0,122615744, 0.19, 0.05, 0.747799, 0.311173, 1, 0.577320
0,122615752, 0.19, 0.05, 0.748205, 0.311173, 1, 0.579487
